BOM,Ind Model,HQ Model,Ind ODF,HQ ODF,Project ID,Software Version,Panel,MB,Chassis,PSU,RC,MODULE Panel,（L)/LB,（R)/LB,WIFI BOARD,BLUEE TOOTH,TOP Panel SPONGE STRIPE,L&R Panel SPONGE STRIPE,"
DR",CAMERA(ON TOP EPS),LVDS CABLE-L,LVDS CABLE-R,FFC CABLE(L&R),Stand Base-L,Stand Base-R,Package,增亮片(BRIGHTENER),增亮片(BRIGHTENER),反射片,
Z2S10101008785,55P635,55P635,ALW188680X,GLW188680X,V6-PROJECT-ID518,V8-R51AT01-LF1V,4A-LD55O5-CS36GTA,30800-000821,R51APT9-AP,30102-000016,21001-000028,40904-001658,B0101-000655,,30112-000048,"Saturday, December 30, 1899",40108-000453,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500528,12102-500527,12102-500628,68-40D29B-2009ACK,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000060,
Z2S10101009542,43P635,43P635,ALW188680V,GLW188680V,PROJECT ID\537,V8-R51AT01-LF1V,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",NO,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000083,
Z2S10101008242,32A3,32S5200,DTJ8008779,190802,PROJECT ID\545,V8-T221T01-LF1V,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,B0121-000105,
Z2S10101008242,32A3,32S5200,DTJ8008736,190478,PROJECT ID\545,V8-T221T01-LF1V,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,B0121-000105,
Z2S10101008247,32A5,32S65A,DTJ8008737,190478,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,,,12102-500779,,,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,4C-DP32F6-TXA4PK,
Z2S10101008248,32A7,32S65A,DTJ8008738,190478,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,,,12102-500779,46-YW160B1-07DX0G,,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,4C-DP32F6-TXA4PK,
Z2S10101002754,L32D3000B,32D3200,DTJ8008739,190478,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,NO,NO,,NO,NO,NO,NO,46-YL105C1-30DX2G,,NO,68-40D29B-2009ACK,NO,76-590840-1ATGC,NO,NO,B0121-000105,
Z2S10101009382,40A3,40S6500,DTJ8008740,190478,PROJECT ID\513,V8-T221T01-LF1V001\V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-001276,4C-LB4010-HR04JC,,,,5A-757030-000,5A-757030-200,,,46-YW270B1-07DX0G,,46-ZZ089G-26ZG,68-40D29B-2009ACK,NO,76-588660-1AT4JB,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-KF40D6-JTA1PK,
Z2S10101009384,40A7,40S65A,DTJ8008741,190478,PROJECT ID\513,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30102-000003,21001-000028,40904-001888,4C-LB4011-HR02JC,,30112-000048,,5A-UTUFTH-410,5A-UTUFTH-420,,,46-FM087H-04XF2,46-ZZ089G-26ZG,,68-40D29B-2009ACK,,76-588660-1AT4JB,NO,NO,4C-KF40F6-YBA1PK,
Z2S10101009383,L40S65A,40S65A,DTJ8008742,190478,PROJECT ID\513,V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-002255,4C-LB4011-HR02JC,,,,5A-UTUFTH-410,5A-UTUFTH-420,,,46-YW270B1-07DX0G,,,68-40D29B-2009ACK,,76-588660-1AT4JB,NO,NO,,
Z2S10101010256,43A30,43P737,ALW188680S,GLW188680S,PROJECT ID\33642,V8-R51MT05-LF1V001,12201-500147,30904-000206,R51MPTG-AP,30102-000006,21001-000028,40904-001698,B0101-000461,,30944-000013,"Saturday, December 30, 1899",5A-UTUFTH-4D001,5A-UTUFTH-4C001,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500527,12102-500528,12102-500559,68-642390-1ZR6RGCK,68-641050-1ZR6RGCK,76-A00321-0ATKAB,,,B0121-000083,
Z2S10101010254,50A30,50P737,ALW188680T,GLW188680T,PROJECT ID\33639,V8-R51MT05-LF1V001,4A-LD50O5-CH8GTA,30904-000205,R51MPTG-AP,30102-000014,21001-000028,40904-001541,B0101-000640,,30944-000013,"Saturday, December 30, 1899",5A-UTUFTH-3T0,5A-UTUFTH-25001,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",76-649890-0ATKAB,B0154-000061/B0132-000192,B0154-000061/B0132-000192,B0121-000108,
Z2S10101006255,55A30,55P737,ALW188680U,GLW188680U,PROJECT ID\994,V8-CONFIG-000001,4A-LD55O5-CS36GTA,30904-000104,R51MPT5-AP,30102-000018,21001-000028,40904-001511,B0101-000368,NO,30944-000013,"Saturday, December 30, 1899",5A-UTUFTH-480,NO,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500527,12102-500528,12102-500559,68-759370-1ZR03CK,"Saturday, December 30, 1899","Saturday, December 30, 1899",,,B0121-000060,
Z2S10101010017,L40D3000B,40D3000,DTJ8008735,190478,Upgrade software,V8-S663BP1-LF1V001,4A-LD40O5-CM4GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,21001-000052,40904-002220,4C-LB4010-HR04JC,NO,NO,,5A-757030-000,5A-757030-200,,,46-YL511A1-51DX1G,NO,NO,68-40D29B-2009ACK,,76-588660-1ATECK,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-DP40D6-RGA1PK,
Z2S10101008242,32A3,32S5200,DTJ8008853,191461,PROJECT ID\545,V8-T221T01-LF1V,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,B0121-000105,
Z2S10101002754,L32D3000B,32D3200,DTJ8008852,191461,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,NO,NO,,NO,NO,NO,NO,46-YL105C1-30DX2G,,NO,68-40D29B-2009ACK,NO,76-590840-1ATGC,NO,NO,B0121-000105,
Z2U10101010855,58P635,58P635,ALW189363R,GLW189363R,PROJECT ID\543,V8-R51AT01-LF1V001,12201-500174,30800-000832,R51APTF-AP,30102-000026,21001-000028,40904-002168,B0101-000619,,30112-000048,,40108-000384,40108-000383,,,12102-500677,12102-500678,12102-500628,40105-000488,,76-A01275-0ATKA,B0154-000032,B0154-000032,B0132-000254,
Z2S10101008248,32A7,32S65A,DTJ8008951,191743,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500779,46-YW160B1-07DX0G,"Saturday, December 30, 1899",68-40D29B-2009ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,4C-DP32F6-TXA4PK,
Z2S10101002755,32B3,32D3200,DTJ8008952,191743,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101009382,40A3,40S6500,DTJ8008953,191743,PROJECT ID\513,V8-T221T01-LF1V001\V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-001276,4C-LB4010-HR04JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-757030-000,5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899",46-ZZ089G-26ZG,68-40D29B-2009ACK,NO,76-588660-1AT4JB,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-KF40D6-JTA1PK,
Z2S10101009384,40A7,40S65A,DTJ8008954,191743,PROJECT ID\537,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30102-000003,21001-000028,40904-001888,4C-LB4011-HR02JC,,30130-000012,30112-000048,5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-FM087H-04XF2,46-ZZ089G-26ZG,"Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,4C-KF40F6-YBA1PK,
Z2S10101009383,L40S65A,40S65A,DTJ8008957,191743,PROJECT ID\513,V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-002255,4C-LB4011-HR02JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899","Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,,
Z2S10201002546,43Q725,43C635,ALW191359D,GLW191359D,PROJECT ID\33606,,12201-500060,30800-000558,R51MTET-AP,30805-000188,21001-000028,40904-001755,B0101-000259,B0101-000260,30944-000013,NO,5A-UTUFTH-4D0,5A-UTUFTH-4C0,NO,NO,12102-500603,12102-500604,12102-500561,68-642390-1ZR6RGCK,68-641050-1ZR6RGCK,76-588260-1ATKA,,,B0122-000046,
Z2U10101010855,58P635,58P635,ALW189363V,GLW189363V,PROJECT ID\543,V8-R51AT01-LF1V001,12201-500174,30800-000832,R51APTF-AP,30102-000026,21001-000028,40904-002168,B0101-000619,,30112-000048,"Saturday, December 30, 1899",40108-000384,40108-000383,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500677,12102-500678,12102-500628,40105-000488,"Saturday, December 30, 1899",76-A01275-0ATKA,B0154-000032,B0154-000032,B0132-000254,
Z2S10101002754,L32D3000B,32D3200,DTJ8008955,191743,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101010017,L40D3000B,40D3000,DTJ8008956,191743,Upgrade software,V8-S663BP1-LF1V001,4A-LD40O5-CM4GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,21001-000052,40904-002220,4C-LB4010-HR04JC,NO,NO,,5A-757030-000,5A-757030-200,,,46-YL511A1-51DX1G,NO,NO,68-40D29B-2009ACK,,76-588660-1ATECK,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-DP40D6-RGA1PK,
Z2S10101009542,43P635,43P635,ALW191359G,GLW191359G,PROJECT ID\537,V8-R51AT01-LF1V,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",NO,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000083,
Z2S10101008769,50P635,50P635,ALW191359H,GLW191359H,PROJECT ID\538,,12201-500116,30800-000830,R51APTA-AP,30102-000012,21001-000028,40904-002069,B0101-001144,,30112-000048,,,,,,12102-500628,12102-500528,12102-500527,NO,NO,76-649890-0ATKQ,,,B0121-000108,
Z2S10101008785,55P635,55P635,ALW191359I,GLW191359I,V6-PROJECT-ID518,V8-R51AT01-LF1V,4A-LD55O5-CS36GTA,30800-000821,R51APT9-AP,30102-000016,21001-000028,40904-001658,B0101-000655,,30112-000048,"Saturday, December 30, 1899",40108-000453,"Saturday, December 30, 1899",,,12102-500528,12102-500527,12102-500628,68-40D29B-2009ACK,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000060,
Z2U10201002046,98C735,98C735,ALW189363U,GLW189363U,V6-PROJECT-ID571,V8-T615T03-LF1V001,12201-500119,30800-000403,MT15HT4-AP,30805-000107,21001-000088,40904-000969,B0101-000149,B0101-000150,07-7921AU-MA0G,"Saturday, December 30, 1899",40108-000135,40108-000137,,,12102-500307,12102-500308,"Saturday, December 30, 1899",68-779390-1ZA1A,68-779390-0ZA1A,76-647040-0ATKA,,,B0121-000055,
Z2U10401000338,55C835,55C835,ALW189363S,GLW189363S,PROJECT ID\5721,V8-T615T03-LF1V001\5721,12201-500156,30800-000549,MT15HT7-AP,30805-000130,21001-000088,40904-001449,B0101-000415,,30944-000003,,,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",NO,NO,76-656910-3ATAB,B0131-000085,B0131-000085,B0121-000113,
Z2U10401000339,65C835,65C835,ALW189363T,GLW189363T,PROJECT ID\5722,V8-T615T03-LF1V001\5722,12201-500157,30800-000549,MT15HT7-AP,30805-000198,21001-000088,40904-001450,B0101-000414,,30944-000003,"Saturday, December 30, 1899",5A-UTUFTH-3N0,5A-UTUFTH-2S0,,30954-000010,12102-500618,12102-500619,12102-500681,NO,NO,76-656910-3ATAB,B0131-000087,B0131-000087,B0121-000071,
Z2S10101008242,32A3,32S5200,DTJ8008855,191461,PROJECT ID\545,V8-T221T01-LF1V,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,,,B0121-000105,
Z2S10101002754,L32D3000B,32D3200,DTJ8008854,191461,,V8-S663BP1-LF1V000,12201-500166,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101002755,32B3,32D3200,DTJ8008962,191743,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101002754,L32D3000B,32D3200,DTJ8008963,191743,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101009453,32A3,32S5200,ALW192826C,GLW192826C,PROJECT ID\516,V8-T221T01-LF1V001,12201-500124,30800-000721,MT21XT3-AP,30865-000058,21001-000028,40904-001201,B0101-000386,,30130-000015,,,,,,12102-500767,46-YW160B1-07DX0G,,,,76-590840-1AT1WB,,,,
Z2S10101009455,32A5,32S65A,ALW192826E,GLW192826E,PROJECT ID\516,V8-T221T01-LF1V001,12201-500124,30800-000721,MT21XT3-AP,30865-000058,21001-000028,40904-001274,4C-LB3213-HR02JC,,30130-000015,,40108-000003,40108-000004,,,46-YW160B1-07DX0G,12102-500767,,68-32D29B-1001ACK,,76-590840-1AT1WB,,,,
Z2S10101009456,32A7,32S65A,ALW192826F,GLW192826F,PROJECT ID\516,V8-T221T01-LF1V001,12201-500124,30800-000721,MT21XT3-AP,30865-000058,21001-000028,40904-001274,4C-LB3213-HR02JC,,30130-000015,,40108-000003,40108-000004,,,46-YW160B1-07DX0G,12102-500767,,,,76-590840-1AT1WB,,,,
Z2S10101009454,L32S65A,32S65A,ALW192826G,GLW192826G,PROJECT ID\516,V8-T221T01-LF1V001,12201-500124,30800-000721,MT21XT3-AP,30865-000058,21001-000028,40904-001274,4C-LB3213-HR02JC,,30130-000015,,40108-000003,40108-000004,,,46-YW160B1-07DX0G,12102-500767,,68-32D29B-1001ACK,,76-590840-1AT1WB,,,,
Z2S10101011521,43A28,43P635,ALW191359M,GLW191359M,PROJECT ID\537,V8-R51AT01-LF1V001,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,5A-UTUFTH-4C001,5A-UTUFTH-4D001,,,12102-500628,12102-500677,12102-500678,68-40D29B-2009ACK,,76-A00321-0ATKG,B0154-000051,B0154-000051,B0132-000200,
Z2S10101011516,50A28,50P635,ALW191359N,GLW191359N,PROJECT ID\545,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30800-000791,R51APTF-AP,30102-000012,21001-000028,40904-001893,B0101-000451,,30112-000048,,5A-UTUFTH-25001,5A-UTUFTH-3T0,,,12102-500527,12102-500528,12102-500628,40105-000502,,76-649890-0ATKQ,B0154-000061,B0154-000061,,
Z2S10101011522,55A28,55P635,ALW191359O,GLW191359O,PROJECT-ID518,V8-R51AT01-LF1V001,4A-LD55O5-CS36GTA,30800-000821,R51APT9-AP,30102-000016,21001-000028,40904-001658,B0101-000650,,30112-000048,,5A-UTUFTH-480,40108-000018,,,12102-500527,12102-500528,12102-500628,,,76-644760-0ATKQ,B0154-000038,B0154-000038,B0132-000179,
Z2S10101011521,43A28,43P635,ALW191359U,GLW191359U,PROJECT ID\537,V8-R51AT01-LF1V001,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,5A-UTUFTH-4C001,5A-UTUFTH-4D001,,,12102-500628,12102-500677,12102-500678,68-40D29B-2009ACK,,76-A00321-0ATKG,B0154-000051,B0154-000051,B0132-000200,
Z2S10101011516,50A28,50P635,ALW191359S,GLW191359S,PROJECT ID\545,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30800-000791,R51APTF-AP,30102-000012,21001-000028,40904-001893,B0101-000451,,30112-000048,,5A-UTUFTH-25001,5A-UTUFTH-3T0,,,12102-500527,12102-500528,12102-500628,40105-000502,,76-649890-0ATKQ,B0154-000061,B0154-000061,,
Z2S10101009382,40A3,40S6500,DTJ8008964,191743,PROJECT ID\513,V8-T221T01-LF1V001\V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-001276,4C-LB4010-HR04JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-757030-000,5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899",46-ZZ089G-26ZG,68-40D29B-2009ACK,NO,76-588660-1AT4JB,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-KF40D6-JTA1PK,
Z2S10101009384,40A7,40S65A,DTJ8008965,191743,PROJECT ID\537,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30102-000003,21001-000028,40904-001888,4C-LB4011-HR02JC,,30130-000012,30112-000048,5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-FM087H-04XF2,46-ZZ089G-26ZG,"Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,4C-KF40F6-YBA1PK,
Z2S10101010017,L40D3000B,40D3000,DTJ8008966,191743,Upgrade software,V8-S663BP1-LF1V001,4A-LD40O5-CM4GTA,08-MS36K01-MA200AA,MS36KT-AP,NO,21001-000052,40904-002220,4C-LB4010-HR04JC,NO,NO,,5A-757030-000,5A-757030-200,,,46-YL511A1-51DX1G,NO,NO,68-40D29B-2009ACK,,76-588660-1ATECK,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-DP40D6-RGA1PK,
Z2S10101009383,L40S65A,40S65A,DTJ8008967,191743,PROJECT ID\513,V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-002255,4C-LB4011-HR02JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899","Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,,
Z2S10101009542,43P635,43P635,ALW191359J,GLW191359J,PROJECT ID\537,V8-R51AT01-LF1V,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",NO,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000083,
Z2S10101011322,iFF43S52,iFF43S52,ALW188680Z,GLW188680Z,PROJECT ID\3640,V8-T221T05-LF1V001,4A-LD43O5-HK1GTA,30904-000195,MT21TT4-AP,,21001-000005,40904-002508,4C-LB4321-HR01JC,NO,30130-000012,NO,5A-757030-000,5A-757030-200,,,46-YW160B1-07DX0G,12102-500794,12102-500795,68-40D29B-2009ACK,NO,76-588260-1ATAW,B0151-000039,B0151-000039,NO,
Z2S10101007850,iFF40S52,40SF1,ALW191359B,GLW191359B,PROJECT ID\3585,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30904-000067,MT21KT4-AP,,21001-000005,40904-001734,4C-LB4010-HR04JC,NO,30130-000012,NO,5A-757030-000,5A-757030-200,,,12102-500521,46-YW270B1-07DX0G,NO,68-40D29B-2009ACK,NO,76-588660-1ATBH,NO,NO,NO,
Z2S10101011401,iFF32S52,32S5200,ALW191359C,GLW191359C,PROJECT ID\3588,V8-T221T01-LF1V001,12201-500124,30904-000073,MT21XT6-AP,,21001-000005,40904-001695,B0101-000386,NO,30130-000015,NO,NO,NO,,,46-YW140B1-07DX0G,12102-500204,NO,68-32D29B-1001ACK,NO,76-590840-1ATAK,NO,NO,NO,
Z2U10101011564,65A28,65P635,ALW192068B,GLW192068B,V6-PROJECT-ID515,V8-R51AT01-LF1V001,12201-500149,30800-000821,R51APT9-AP,30805-000208,21001-000028,40904-001674,B0101-000511,NO,30112-000048,NO,5A-UTUFTH-340,5A-UTUFTH-2P0,,,12102-500628,12102-500677,12102-500678,NO,NO,76-A00363-0ATKK,B0154-000054,B0154-000054,NO,
Z2S10101011490,L32S6800,32S5200,ALW191359Z,GLW191359Z,PROJECT ID\545,V8-T221T01-LF1V001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,,,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,NO,
Z2U10201003219,75C645,75C645,ALW189363Z,GLW189363Z,PROJECT ID\33678,V8-R51MT05-LF1V001,12201-500150,30800-000797,R51MG8T-AP,30805-000332,21001-000088,NO,B0101-000842,B0101-000843,30944-000013,NO,5A-UTUFTH-490,5A-UTUFTH-4A0/5A-UTUFTH-4B0,,,12102-500561,12102-500894,NO,NO,NO,76-A01251-0ATLB,B0152-000005,B0152-000005,NO,
Z2U10101011699,iFF43S52,iFF43S52,192068,192068,PROJECT ID\3640,V8-T221T05-LF1V001,4A-LD43O5-HK1GTA,30904-000195,MT21TT4-AP,,21001-000005,40904-001834,4C-LB4321-HR01J,,30130-000012,,5A-757030-200,,,,12102-500794,12102-500795,NO,40105-000562,40105-000563,76-588260-1ATAW,NO,NO,NO,
Z2U10201003392,75C745,75C745,ALW192068E,GLW192068E,PROJECT ID\10154,V8-T615T03-LF1V001,12201-500190,30800-000994,MT15HT9-AP,30805-000304,21001-000088,40904-002562,B0101-000763需要9,B0101-000764/B0101-000781   ,30944-000015,NO,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,,,12102-500871,12102-500872,12102-500927,40105-000506,,76-A01251-0ATLC,NO,NO,NO,
Z2U10201003295,85C645,85C645,ALW192068A,GLW192068A,PROJECT ID\33675,V8-R51MT05-LF1V001,12201-500191,30800-000797,R51MG8T-AP,30805-000331,21001-000088,40904-002576,B0101-000849,NO,30944-000013,NO,40108-000303,40108-000304/40108-000305,,,12102-500810,12102-500903,12102-500904,40105-000521,40105-000522,76-A01025-1ATLA,NO,NO,NO,
Z2S10101009453,32A3,32S5200,ALW192826B,GLW192826B,PROJECT ID\516,V8-T221T01-LF1V001,12201-500124,30800-000721,MT21XT3-AP,30865-000058,21001-000028,40904-001201,B0101-000386,,30130-000015,,,,,,12102-500767,46-YW160B1-07DX0G,,,,76-590840-1AT1WB,NO,NO,NO,
Z2S10101009455,32A5,32S65A,ALW192826D,GLW192826D,PROJECT ID\516,V8-T221T01-LF1V001,12201-500124,30800-000721,MT21XT3-AP,30865-000058,21001-000028,40904-001274,4C-LB3213-HR02JC,,30130-000015,,40108-000003,40108-000004,,,46-YW160B1-07DX0G,12102-500767,,68-32D29B-1001ACK,,76-590840-1AT1WB,NO,NO,NO,
Z2U10101010857,65P635,65P635,ALW189363W,GLW189363W,PROJECT ID\515,V8-R51AT01-LF1V001,12201-500149,30800-000821,R51APT9-AP,30805-000208,21001-000028,40904-001674,B0101-000511,,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-340,5A-UTUFTH-2P0,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500677,12102-500678,12102-500628,40105-000488,"Saturday, December 30, 1899",76-A00363-0ATKK,,,,
Z2U10101010856,75P635,75P635,ALW189363X,GLW189363X,PROJECT-ID\517,V8-R51AT01-LF1V001,12201-500150,30800-000850,R51AGT8-AP,30805-000144,21001-000028,40904-001667,B0101-000638,B0101-000639,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-4A0/5A-UTUFTH-4B0,5A-UTUFTH-490,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500532,"Saturday, December 30, 1899",12102-500586,40105-000372,"Saturday, December 30, 1899",76-A01251-0ATKE,,,,
Z2U10201003295,85C645,85C645,ALW192068J,GLW192068A,PROJECT ID\33675,V8-R51MT05-LF1V001,12201-500191,30800-000797,R51MG8T-AP,30805-000331,21001-000088,40904-002576,B0101-000849,NO,30944-000013,NO,40108-000303,40108-000304/40108-000305,,,12102-500810,12102-500903,12102-500904,40105-000521,40105-000522,76-A01025-1ATLA,NO,NO,NO,
Z2U10201003392,75C745,75C745,ALW192068K,GLW192068K,PROJECT ID\10154,V8-T615T03-LF1V001,12201-500190,30800-000994,MT15HT9-AP,30805-000304,21001-000088,40904-002562,B0101-000763需要9,B0101-000764/B0101-000781   ,30944-000015,NO,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500871,12102-500872,12102-500927,40105-000506,"Saturday, December 30, 1899",76-A01251-0ATLC,NO,NO,NO,
